absolute_magnitude,color
5.9972302965488815,0.999
5.867218690714374,0.74
3.8725422831266023,0.489
-0.2952781368990891,0.955
3.6955017489646824,0.516
2.983017179817981,0.456
2.927544375368859,0.466
2.1821239918240387,0.514
5.653637361046087,0.778
2.736028469766552,0.475
0.6740802995803534,1.032
7.790972791954928,1.15
7.193646670438401,1.03
6.03172724660611,0.863
4.218072092754523,0.52
-0.022041838524758717,-0.047
6.434954552631687,0.94
4.388111310295262,0.671
4.205730486920487,0.566
5.502280497869052,0.642
-0.4291865525287797,0.911
2.481703517887844,0.5
4.314160260981984,0.619
3.2030069616054675,0.538
-0.11441137066377038,0.97
-0.48132763998630246,1.615
8.480695733685046,1.308
8.319095603412578,1.384
4.876379315118967,0.606
1.0244548646211094,1.071
1.2369374044062766,1.169
2.314510809242792,0.182
2.708133896569956,0.2
0.14507756707281594,0.545
5.272490324353512,0.62
0.48104882364214774,1.153
3.9176572944427317,0.546
3.593970071471288,0.73
7.164861678890272,1.033
-0.6362777787884983,-0.128
1.7879991760613496,1.06
-1.1982652418540596,1.631
1.3198049428409604,0.999
3.0309566595965,0.292
5.44706643486812,0.69
2.952193826482926,0.534
6.149817590090628,0.888
4.200712568295327,0.53
0.9443220244460058,0.182
3.7384154037286272,0.488
2.9454464543720285,0.315
2.380794628571463,0.517
3.5779753601890647,0.436
3.7328388900037,0.602
1.3409152944645335,0.18
2.7373583607708944,0.532
2.4362887849815245,0.526
6.172973933215218,0.99
4.333092353763984,0.552
0.6979035608221267,0.051
3.2520324897031188,0.421
0.5899427737950695,1.122
9.79866878002558,1.473
0.8025347636024662,0.146
3.795679383435262,0.636
2.962324835017908,0.353
3.8392296303157423,0.563
3.8080365390206623,0.488
5.451465616656472,0.78
1.1266900328549685,0.06
3.3758391367277767,0.508
1.6386082265155224,0.244
-0.07111590973353721,-0.047
-0.7696607753616949,1.629
4.453236001772673,0.741
2.747652558371499,0.303
1.8584085336146003,0.314
4.160858422656277,0.607
1.9596071757680882,1.003
4.515464278922185,0.615
3.7739312113321013,0.484
1.169077562200954,1.084
0.9090625804211889,0.006
4.935186935549966,0.64
7.14358338671412,1.1
6.70258153448512,0.855
3.7625365948587586,0.611
2.5658860234527676,0.444
-0.6571257216375415,-0.1
2.652623752941709,0.422
1.016207223414554,1.051
3.2651527279703423,0.792
-0.11104997831990637,1.368
5.855423026374966,0.755
2.7085872883628213,0.475
5.086459899460722,0.71
3.256250033224564,0.461
0.5035848286427473,0.946
4.30748634697259,0.537
4.203898801962055,0.759
0.7664624821563422,1.099
-0.947717290610198,-0.067
4.544652196671615,0.577
1.0140859878481958,0.068
4.076314966609631,0.593
9.739220229664056,1.472
1.8284507937693064,1.128
2.000265573296284,0.174
7.5991336928860065,1.076
0.9379600582107219,-0.006
2.2161613250653662,0.191
1.6169234840018465,0.99
5.412022796913771,0.666
5.992743712893571,0.735
3.707835741668088,0.446
4.746310584327215,0.636
0.41764026511156693,0.901
4.660813504368612,0.595
4.730481767057553,0.596
4.658615638336567,0.585
3.7654897157372993,0.519
11.101920773712145,1.55
1.7184098041435014,1.086
1.6429632957105618,0.402
3.344914191895324,0.624
-1.5556607753616944,-0.023
0.8012258201662092,0.986
5.530371652306648,0.752
3.1096387515675303,0.574
3.298313504368611,0.386
4.654914343962467,0.58
2.1862539785760475,0.203
3.141721644372055,0.419
4.494448247855043,0.599
3.6570653820485326,0.463
1.988265936588018,1.011
1.813090200071283,0.466
6.2477446184358385,0.798
3.7474739267837567,0.451
0.9913423754440807,1.124
3.132315757268273,0.379
1.3486594619898682,1.008
2.0680422831266014,0.951
2.9815392679984924,0.456
1.5124625804211895,1.158
0.08048251138321305,-0.146
1.5098533719257183,0.141
1.5972848286427492,0.181
4.502866561716804,0.61
4.475628222091073,0.595
2.178249088333459,0.156
3.281498573642242,0.505
1.6862356432823518,0.184
0.950641855927433,1.119
0.8186467137985876,0.207
4.977891841504803,0.624
1.1913685397395035,1.034
-0.3299114544827386,-0.038
4.767251429435927,0.626
9.1912448346663,1.46
2.2558801462058753,0.508
4.614011390105649,0.675
3.4400864828079314,0.358
3.903039267998494,0.419
2.2099440688028764,0.415
3.7616631719120015,0.504
1.2218613319753562,-0.006
4.755130730417232,0.588
1.8871846931056595,0.473
2.212491486472654,0.481
2.874669025475445,0.296
0.7025859878481953,0.976
4.072490211615754,0.537
6.303385344633874,0.885
3.9583612460975957,0.62
1.3199326877097093,0.242
1.0244301222850272,1.043
2.1172235052590196,0.417
3.9466577307458,0.714
9.94269517751771,1.493
2.0916556820089642,0.476
1.2334024943951256,0.38
4.3631980283086325,0.68
3.4994123248110824,0.932
3.636889045393527,0.644
4.7648526275591845,0.83
4.797501793515025,0.687
1.838506499958914,1.005
6.6266653612985635,0.965
4.272516761534185,0.644
3.8667023234386733,0.906
0.7882089775060326,0.164
4.803329540089813,0.595
3.623336329123564,1.011
0.6640562634626885,-0.064
0.9907456487234327,1.049
3.003342896026016,0.456
2.586132434609027,0.345
3.182370595880686,0.476
2.7620928309857344,0.371
-0.0885571473341713,1.377
2.178420621893947,0.973
4.556028650539313,0.578
3.421032370415009,0.508
2.7164481171362844,0.473
3.893225118664173,0.491
0.4441759758686441,-0.074
4.508746070264992,0.574
3.8657587831709748,0.503
1.6400507470692958,1
3.7527947843930782,0.588
2.9114544789934698,0.405
0.945882456289123,0.951
4.535819486036898,0.575
4.076018528091911,0.435
8.87785883196981,1.418
2.883069742749626,0.184
3.637765056769286,0.487
4.79873092368334,0.7
7.362659868371267,1.254
1.2375178963636735,1.003
5.416386841429112,0.755
4.64209225157029,0.581
3.632054478993469,0.473
4.6543540879358964,0.619
1.0625402332958487,0.994
6.284950648967172,0.891
2.7237885201843746,0.561
1.270086560700756,0.916
3.741132687709708,0.518
5.38521724857101,0.643
3.7029892896785874,0.459
3.7730148939332864,0.481
4.102565865578045,0.646
1.9095928309857335,0.891
5.257482249466957,0.599
4.834349488067575,0.695
3.455653539142032,0.392
1.3202799789895607,1.041
-0.21577400533215574,1.467
0.794362589975421,0.99
2.208776786541968,0.398
0.28121559497637705,1.074
3.8496024933312167,0.43
3.198854933409672,0.448
2.6175418559274313,0.335
4.665328548288114,0.669
5.5148685064118155,0.739
4.855371709412335,0.707
5.388396510469306,0.743
9.583008491950022,1.48
1.0435085336145988,1.106
6.133709211588382,0.939
3.0416803429405395,0.402
5.841941639912282,0.775
2.0311194161098367,0.202
7.858668607405193,1.308
3.9660798005374254,0.401
1.126386501678681,1.05
3.5857167711983546,0.453
1.301425007033938,0.226
-2.6423749929660616,-0.19
3.364731151976409,0.396
2.7892090177520217,0.48
2.917528338495835,0.333
7.233563252350372,1.19
6.494633919403601,0.913
3.074723131517043,0.331
1.9078498950163674,0.18
1.053503393605812,1.096
3.4313374270615995,0.44
3.164484574706055,0.559
5.665441930896542,0.743
3.10278667374088,0.513
6.424314235255512,0.962
1.1621188852538271,0.009
0.03140542697205362,1.626
5.359839311358682,0.645
1.8422035178878424,0.534
4.06930334258281,0.521
3.8070507470692974,0.461
3.489025613163303,0.462
3.279173933215219,0.501
3.5686702947043365,0.475
-1.0792598649689982,1.601
2.6916570363099215,0.494
0.349688629336228,1.172
-0.38723139056474665,1.572
2.6153865484671,0.461
4.935750747069296,0.657
1.328167673610352,1.03
3.2097378731237107,0.528
2.147262612236906,0.257
0.6687314356226732,-0.084
0.22000746061484122,1.499
0.5133917435953776,-0.004
-0.12998440502362207,1.344
1.6463048429410172,0.312
5.441842792742369,0.695
3.1340997831990585,0.389
0.7081585986548813,-0.002
2.588442321258121,0.441
12.943196769066006,1.75
1.8762667832142768,1.184
2.599591058880872,0.364
4.04585589826196,0.551
0.26376961266906207,0.983
0.9646892029582119,0.838
2.0741856320774676,0.046
4.63032186857469,0.568
6.366272179973684,0.74
2.3962035178878445,0.323
-0.10117315220109546,1.35
4.98330320554625,0.655
5.5083811736565025,0.749
5.955968583099692,0.965
4.938559066817238,0.718
4.449652722393271,0.623
1.3253899471984987,0.222
10.732591909216449,1.53
0.9680305888391167,1.077
0.16013663166715375,-0.108
6.889497313494953,0.95
3.7273558311845534,0.59
2.381527961330555,0.167
1.7777418735204762,0.451
6.204074837643315,0.855
1.1241462894086638,1.06
-0.4962712792313049,0.898
-0.24678040901103238,0.059
8.194600768749389,1.37
-1.8415350550704623,-0.079
2.3833085125315527,0.097
5.288252951948417,0.651
9.742686350803659,1.505
3.4856987770460712,0.524
8.09997138513759,1.4
3.987178168560799,0.552
3.1189433047374884,0.386
3.5281423212581213,0.589
8.274379287050714,1.31
6.845688729887435,0.998
5.078541018216548,0.635
8.394242168239913,1.414
1.9624638904900458,0.271
3.378152350911982,0.772
0.9977979738334994,0.937
2.244342191177555,0.621
4.060697851419189,0.477
4.922603604182315,0.542
0.9181461980528098,0.97
6.199469487121998,0.82
4.456795759848948,0.599
3.0316162667687507,0.309
0.4243991100135531,1.319
9.881011897495938,1.479
0.2995667832142779,1.036
1.4567768299021573,0.054
2.28389610953813,0.51
4.486080451375152,0.537
0.5960268082220619,-0.052
3.5440229917723087,0.468
-0.22434374808178248,-0.014
1.8483220244460057,0.885
1.850987593979589,0.115
4.7712520302572194,0.674
4.470443613116434,0.591
-0.45676540361385065,-0.074
1.2367088048510695,1.21
2.432456803872931,0.198
8.390365623259356,1.318
8.56258479008822,1.375
4.265803604182317,0.657
3.293231151976409,0.398
4.658414481511537,0.661
-0.8945177967741262,1.214
3.4703234451412186,0.818
4.180916761534185,0.575
4.5973555821198175,0.594
3.942528963372716,0.508
0.2927805412292397,1.179
4.046957278642793,0.552
2.0746574389347483,0.848
0.7081755788770838,0.979
2.046191743595376,0.986
2.174888043699884,1.125
5.136741110038091,0.64
4.675083928860033,0.576
-0.06510829162957421,0.051
9.93489011426944,1.49
0.9585418557058389,1.028
4.5814515859180105,0.552
2.9237393987788742,0.337
-0.15852833394785115,-0.098
2.7166872883628237,0.519
3.1888527255878145,0.961
0.854440233295847,0.817
0.05404993495971766,1.343
0.5496193269588652,-0.046
4.164089201768057,0.627
5.0731595053500556,0.725
1.1277302090054029,0.311
1.8366042907919997,0.924
3.1097546052681473,0.523
2.216585763348185,0.505
3.927378319724413,0.536
3.7885259541885503,0.819
4.566393321745629,0.537
1.9147384512197636,0.271
2.544192353763986,1.036
1.8272361018457666,0.442
6.485674636540175,0.96
2.298814191895323,0.238
2.971996774540578,0.529
9.300248466550798,1.475
3.798571709412336,0.419
-0.10851985603487968,1.397
0.3097857633481844,1.006
3.94806527278444,0.532
1.5973902000712847,0.006
1.1822433434257213,1.094
6.567757600632586,0.835
3.2510193269588648,0.459
0.48636133197535614,0.981
9.9039549226407,1.485
3.7779226310712737,0.48
5.019954921160865,0.733
5.900277096594488,0.704
5.0219515684968385,0.677
0.7311487987261653,0.146
2.542959971490344,0.979
2.0430866099870606,1.102
0.47906678321427876,1.225
4.218852627559183,0.535
1.2554571107278054,0.035
5.522580100604934,0.769
3.76195890749365,0.441
2.371445648723432,0.371
1.6806364392435285,0.212
4.925837144958939,0.659
6.742599527636891,0.848
4.682383597772821,0.639
4.692457206532204,0.579
4.370730486920488,0.529
3.36951802644424,0.317
0.3526928186371805,-0.06
7.150864135488554,1.075
6.098530124525784,0.914
10.452773303571753,1.516
9.88523426887416,1.462
7.42349467193165,1.099
5.565170467895152,0.709
7.695324483042967,1.258
4.355235649960232,0.58
3.7386873827261837,0.541
2.9775123248110837,0.38
5.222206360318689,0.73
3.5374159149079247,0.51
0.822366783214278,0.413
4.474830122285027,0.586
2.5649180264442393,0.407
4.157435857048313,0.619
2.8473756348433987,0.485
4.257202835782035,0.652
2.6927292426054272,0.649
4.083523078492686,0.656
6.321554783553971,0.904
6.758274800980395,0.94
4.851663164191619,0.708
0.3619488236421482,1.161
0.6516846931056595,-0.058
5.238213362646025,0.681
4.225280930306628,0.596
-1.2686352355502297,0.008
2.5981598561005335,0.843
2.893568823385767,0.433
4.338037449513646,0.616
4.210935234554434,0.564
6.621752196671615,1.06
3.6617988019620533,0.46
-0.28541460858807355,-0.056
3.7936545139643876,0.611
4.129120579879119,0.538
1.7289979738335006,0.95
0.13239735227427474,0.855
4.111288526043889,0.52
3.5078282220910726,0.437
2.5023364392435283,0.559
3.567158046900108,0.618
0.8511399678146869,1.293
3.6851293263238514,0.81
4.510848247855044,0.583
3.059654513964386,0.51
2.1108464519895023,0.175
1.9630894600867332,0.997
0.4785036475425031,1.083
3.2321495493169863,0.406
4.241600858809589,0.526
4.0164142138819034,0.463
0.33914013503100193,0.021
7.031339311358682,1
4.668603969683026,0.576
3.5747494880675745,0.501
9.509985687452335,1.459
3.774402693789618,0.446
4.782640068153199,0.643
2.3364998804204014,0.487
6.544822631071273,0.967
1.3043191968783017,1.119
0.5127467962206715,-0.083
1.3923739579102872,1.19
1.269706051212772,0.894
3.9321436780045893,0.585
3.483499238298684,0.401
1.645019416109836,0.261
3.8946922174170986,0.504
2.935202885060045,0.498
5.72867145847362,0.745
2.6599259079474677,0.166
3.1749301222850264,0.453
0.38408066195165347,0.99
-1.019474179833793,1.584
0.5108290440985623,0.043
1.520630253188692,1.127
4.304864284600713,0.609
3.3867918340257432,0.601
1.8789667832142776,0.33
3.334780465240394,0.447
3.4981921306967223,0.5
0.21849862588245905,1.556
2.7815414647925607,0.535
6.962265544117841,1.128
0.39672582016620694,0.916
5.448150099532006,0.864
2.8671894600867347,0.375
5.020096421192399,0.748
4.144761561496612,0.649
7.830112324811083,1.153
3.315836329123563,0.464
4.129950099532005,0.691
6.05895158591801,0.84
2.9387388900037,0.556
4.821844115683248,0.602
3.3511322906976346,0.465
1.4550444519144143,1.06
3.4410991533737416,0.494
0.43480279242184494,1.351
3.016507089047712,0.544
3.083651109045764,0.388
3.2050773683392517,0.883
3.0467754328654095,0.353
6.089404746467881,0.886
4.18742529943979,0.618
-0.3701607765518471,1.545
1.288078879005658,0.271
2.5536560784774665,0.453
7.163488036730264,1.08
7.367950837129495,1.066
1.5907516000833226,0.128
2.5821757022795886,0.367
3.8371879569795073,0.488
0.7045865016786799,0.315
1.315780146205876,1.141
1.7416686264598784,0.458
6.690646047499797,0.93
2.6047642013417587,0.505
1.8610311759153326,0.203
1.6109377041535815,0.464
1.7555590425463148,0.126
5.493892874345924,0.734
2.3483740135041327,0.194
3.413159748146514,0.883
8.563708461769373,1.359
1.081246365269127,0.2
3.348903517887843,0.553
1.042872054295188,1.154
5.303924859323409,0.804
4.463424483042967,0.504
3.073064503191631,0.354
1.1536099498102494,0.018
-0.6843135390763777,-0.1
0.7178157572682728,1.133
2.760196774540578,0.275
4.3808868148275515,0.528
1.2473856754376556,-0.064
0.10761654003670884,1.267
1.9579141918953233,0.071
0.42226882338576743,1.163
2.9632312113321007,0.906
2.8242088102897167,0.281
